#OTU ID	PRJNA356769a_ITS2_ASV1	PRJNA356769a_ITS2_ASV10	PRJNA356769a_ITS2_ASV100	PRJNA356769a_ITS2_ASV101	PRJNA356769a_ITS2_ASV102	PRJNA356769a_ITS2_ASV103	PRJNA356769a_ITS2_ASV104	PRJNA356769a_ITS2_ASV105	PRJNA356769a_ITS2_ASV106	PRJNA356769a_ITS2_ASV107	PRJNA356769a_ITS2_ASV108	PRJNA356769a_ITS2_ASV109	PRJNA356769a_ITS2_ASV11	PRJNA356769a_ITS2_ASV110	PRJNA356769a_ITS2_ASV111	PRJNA356769a_ITS2_ASV112	PRJNA356769a_ITS2_ASV113	PRJNA356769a_ITS2_ASV114	PRJNA356769a_ITS2_ASV115	PRJNA356769a_ITS2_ASV116	PRJNA356769a_ITS2_ASV117	PRJNA356769a_ITS2_ASV118	PRJNA356769a_ITS2_ASV119	PRJNA356769a_ITS2_ASV12	PRJNA356769a_ITS2_ASV120	PRJNA356769a_ITS2_ASV121	PRJNA356769a_ITS2_ASV122	PRJNA356769a_ITS2_ASV123	PRJNA356769a_ITS2_ASV124	PRJNA356769a_ITS2_ASV125	PRJNA356769a_ITS2_ASV126	PRJNA356769a_ITS2_ASV127	PRJNA356769a_ITS2_ASV128	PRJNA356769a_ITS2_ASV129	PRJNA356769a_ITS2_ASV13	PRJNA356769a_ITS2_ASV130	PRJNA356769a_ITS2_ASV131	PRJNA356769a_ITS2_ASV132	PRJNA356769a_ITS2_ASV133	PRJNA356769a_ITS2_ASV134	PRJNA356769a_ITS2_ASV135	PRJNA356769a_ITS2_ASV136	PRJNA356769a_ITS2_ASV137	PRJNA356769a_ITS2_ASV138	PRJNA356769a_ITS2_ASV139	PRJNA356769a_ITS2_ASV14	PRJNA356769a_ITS2_ASV140	PRJNA356769a_ITS2_ASV141	PRJNA356769a_ITS2_ASV142	PRJNA356769a_ITS2_ASV143	PRJNA356769a_ITS2_ASV144	PRJNA356769a_ITS2_ASV145	PRJNA356769a_ITS2_ASV146	PRJNA356769a_ITS2_ASV147	PRJNA356769a_ITS2_ASV148	PRJNA356769a_ITS2_ASV149	PRJNA356769a_ITS2_ASV15	PRJNA356769a_ITS2_ASV150	PRJNA356769a_ITS2_ASV151	PRJNA356769a_ITS2_ASV152	PRJNA356769a_ITS2_ASV153	PRJNA356769a_ITS2_ASV154	PRJNA356769a_ITS2_ASV155	PRJNA356769a_ITS2_ASV156	PRJNA356769a_ITS2_ASV157	PRJNA356769a_ITS2_ASV158	PRJNA356769a_ITS2_ASV159	PRJNA356769a_ITS2_ASV16	PRJNA356769a_ITS2_ASV160	PRJNA356769a_ITS2_ASV161	PRJNA356769a_ITS2_ASV162	PRJNA356769a_ITS2_ASV163	PRJNA356769a_ITS2_ASV164	PRJNA356769a_ITS2_ASV165	PRJNA356769a_ITS2_ASV166	PRJNA356769a_ITS2_ASV167	PRJNA356769a_ITS2_ASV168	PRJNA356769a_ITS2_ASV169	PRJNA356769a_ITS2_ASV17	PRJNA356769a_ITS2_ASV170	PRJNA356769a_ITS2_ASV171	PRJNA356769a_ITS2_ASV172	PRJNA356769a_ITS2_ASV173	PRJNA356769a_ITS2_ASV174	PRJNA356769a_ITS2_ASV175	PRJNA356769a_ITS2_ASV176	PRJNA356769a_ITS2_ASV177	PRJNA356769a_ITS2_ASV178	PRJNA356769a_ITS2_ASV179	PRJNA356769a_ITS2_ASV18	PRJNA356769a_ITS2_ASV180	PRJNA356769a_ITS2_ASV181	PRJNA356769a_ITS2_ASV182	PRJNA356769a_ITS2_ASV183	PRJNA356769a_ITS2_ASV184	PRJNA356769a_ITS2_ASV185	PRJNA356769a_ITS2_ASV186	PRJNA356769a_ITS2_ASV187	PRJNA356769a_ITS2_ASV188	PRJNA356769a_ITS2_ASV189	PRJNA356769a_ITS2_ASV19	PRJNA356769a_ITS2_ASV190	PRJNA356769a_ITS2_ASV191	PRJNA356769a_ITS2_ASV192	PRJNA356769a_ITS2_ASV193	PRJNA356769a_ITS2_ASV194	PRJNA356769a_ITS2_ASV195	PRJNA356769a_ITS2_ASV2	PRJNA356769a_ITS2_ASV20	PRJNA356769a_ITS2_ASV21	PRJNA356769a_ITS2_ASV22	PRJNA356769a_ITS2_ASV23	PRJNA356769a_ITS2_ASV24	PRJNA356769a_ITS2_ASV25	PRJNA356769a_ITS2_ASV26	PRJNA356769a_ITS2_ASV27	PRJNA356769a_ITS2_ASV28	PRJNA356769a_ITS2_ASV29	PRJNA356769a_ITS2_ASV3	PRJNA356769a_ITS2_ASV30	PRJNA356769a_ITS2_ASV31	PRJNA356769a_ITS2_ASV32	PRJNA356769a_ITS2_ASV33	PRJNA356769a_ITS2_ASV34	PRJNA356769a_ITS2_ASV35	PRJNA356769a_ITS2_ASV36	PRJNA356769a_ITS2_ASV37	PRJNA356769a_ITS2_ASV38	PRJNA356769a_ITS2_ASV39	PRJNA356769a_ITS2_ASV4	PRJNA356769a_ITS2_ASV40	PRJNA356769a_ITS2_ASV41	PRJNA356769a_ITS2_ASV42	PRJNA356769a_ITS2_ASV43	PRJNA356769a_ITS2_ASV44	PRJNA356769a_ITS2_ASV45	PRJNA356769a_ITS2_ASV46	PRJNA356769a_ITS2_ASV47	PRJNA356769a_ITS2_ASV48	PRJNA356769a_ITS2_ASV49	PRJNA356769a_ITS2_ASV5	PRJNA356769a_ITS2_ASV50	PRJNA356769a_ITS2_ASV51	PRJNA356769a_ITS2_ASV52	PRJNA356769a_ITS2_ASV53	PRJNA356769a_ITS2_ASV54	PRJNA356769a_ITS2_ASV55	PRJNA356769a_ITS2_ASV56	PRJNA356769a_ITS2_ASV57	PRJNA356769a_ITS2_ASV58	PRJNA356769a_ITS2_ASV59	PRJNA356769a_ITS2_ASV6	PRJNA356769a_ITS2_ASV60	PRJNA356769a_ITS2_ASV61	PRJNA356769a_ITS2_ASV62	PRJNA356769a_ITS2_ASV63	PRJNA356769a_ITS2_ASV64	PRJNA356769a_ITS2_ASV65	PRJNA356769a_ITS2_ASV66	PRJNA356769a_ITS2_ASV67	PRJNA356769a_ITS2_ASV68	PRJNA356769a_ITS2_ASV69	PRJNA356769a_ITS2_ASV7	PRJNA356769a_ITS2_ASV70	PRJNA356769a_ITS2_ASV71	PRJNA356769a_ITS2_ASV72	PRJNA356769a_ITS2_ASV73	PRJNA356769a_ITS2_ASV74	PRJNA356769a_ITS2_ASV75	PRJNA356769a_ITS2_ASV76	PRJNA356769a_ITS2_ASV77	PRJNA356769a_ITS2_ASV78	PRJNA356769a_ITS2_ASV79	PRJNA356769a_ITS2_ASV8	PRJNA356769a_ITS2_ASV80	PRJNA356769a_ITS2_ASV81	PRJNA356769a_ITS2_ASV82	PRJNA356769a_ITS2_ASV83	PRJNA356769a_ITS2_ASV84	PRJNA356769a_ITS2_ASV85	PRJNA356769a_ITS2_ASV86	PRJNA356769a_ITS2_ASV87	PRJNA356769a_ITS2_ASV88	PRJNA356769a_ITS2_ASV89	PRJNA356769a_ITS2_ASV9	PRJNA356769a_ITS2_ASV90	PRJNA356769a_ITS2_ASV91	PRJNA356769a_ITS2_ASV92	PRJNA356769a_ITS2_ASV93	PRJNA356769a_ITS2_ASV94	PRJNA356769a_ITS2_ASV95	PRJNA356769a_ITS2_ASV96	PRJNA356769a_ITS2_ASV97	PRJNA356769a_ITS2_ASV98	PRJNA356769a_ITS2_ASV99
PRJNA356769a_ITS2_ASV1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV101	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV102	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV103	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV104	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV106	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV107	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV108	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV109	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV110	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRJNA356769a_ITS2_ASV116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
